Customer ID,Gender,Age,Hours at Gym (per week),Fitness Goal,Gym Membership Length (years),Calorie Intake,Dietary Preferences,Average Spend per Meal Order,Preferred Sports Drink Type,Average Weekly Consumption (Bottles),Average Spend on Apparel ($/year),Type of Apparel Purchased,Primary Apparel Purchase Channel
863185,Male,18,6.2,Build muscle,3,2931,Low carb,,Protein shakes,9,914.47,Performance,E-commerce Retailer
417537,Male,22,6.3,General health,1,1935,High protein,44.28,Protein shakes,12,938.37,Performance,Physical Retailer
828913,Female,29,4.5,General health,0,2314,Whole foods,55.9,Electrolyte,10,753.09,Leisure,E-commerce Retailer
762301,Female,23,7.1,General health,4,1992,Low carb,42.02,Fresh juice,15,895.54,Performance,Physical Retailer
650222,Female,31,,Build muscle,1,2572,High protein,48.35,Protein shakes,10,649.1,Outerwear,E-commerce Retailer
880722,Male,27,5.3,Build muscle,1,,High protein,62.05,Protein shakes,7,587.48,Performance,Brand Website
555102,Male,28,6.7,Build muscle,4,2860,Whole foods,71.19,Protein shakes,8,854.78,Leisure,Physical Retailer
437889,Female,22,8.4,Fat loss,3,1617,Low carb,30,Protein shakes,8,583.37,Footwear,Physical Retailer
576467,Female,35,5.4,General health,3,2465,Whole foods,59.72,Electrolyte,8,764.68,Performance,Physical Retailer
456600,Female,31,4.3,General health,1,2008,Whole foods,47.42,Fresh juice,7,789.13,Footwear,Physical Retailer
415557,Female,25,6.4,General health,4,1833,Whole foods,48.81,Electrolyte,7,700.87,Accessories,Physical Retailer
983671,Female,28,5.5,Flexibility,4,2148,Vegan,40.39,Fresh juice,6,491.74,Performance,E-commerce Retailer
404462,Male,32,4.8,General health,1,2117,Vegan,44.97,Fresh juice,12,668.28,Leisure,Physical Retailer
350875,Male,24,7,Build muscle,1,2619,High protein,54.72,Protein shakes,14,652.26,Performance,Physical Retailer
563389,Male,20,8.8,Build muscle,4,2614,Vegan,58.18,Protein shakes,13,782.93,Performance,Physical Retailer
170390,Male,29,3.7,Endurance training,1,2012,Whole foods,54.96,Protein shakes,10,864.95,Footwear,Physical Retailer
807689,Female,32,5.5,Build muscle,2,2568,Whole foods,66.05,Electrolyte,5,723.71,Footwear,Physical Retailer
353490,Male,28,7.4,Build muscle,4,2924,Whole foods,71.67,Protein shakes,12,688.6,Performance,E-commerce Retailer
